0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2.0,8.0,0.0,0.0,0.0,0.0,26131.0,1097506.0,0.0,26131.0,0.0,0.0,0.0,0.0,0.0
2.0,35.0,0.0,0.0,0.0,0.0,172453074.0,286754650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,546.0,5.0,31.0,0.06724511930585683,3794.962962962963,55468700.0,307552342.0,25778.666666666668,0.0,0.0,0.0,0.0,0.0,0.0
6.0,62.0,31.0,1.0,0.08333333333333333,83265.72222222222,25308.0,907945.0,83265.72222222222,222681.0,0.0,0.0,0.0,0.0,0.0
2.0,17.0,0.0,0.0,0.0,0.0,80145.0,163973328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,0.0,0.0,0.0,0.0,26208.0,30321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1317.0,9.0,131.0,0.12669245647969052,2290.6388888888887,27681.0,108063135.0,55.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6.0,1.0,1.0,0.25,0.0,52070.0,746990.0,0.0,400399.0,0.0,0.0,0.0,0.0,0.0
2.0,54.0,0.0,0.0,0.0,0.0,33552.0,6803459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15.0,0.0,0.0,0.0,0.0,123224.0,18756875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1557.0,107.0,39.0,0.03823529411764706,28276.7722007722,25418.0,34059149.0,322.2,30449.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,4.0,1.0,0.25,0.0,25279.0,55794.0,0.0,26239.0,0.0,0.0,0.0,0.0,0.0
3.0,13.0,2.0,1.0,0.1,0.0,0.0,1396652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1407.0,56.0,108.0,0.10714285714285714,5075.2786885245905,31586.0,672402.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,0.0,0.0,0.0,29015.0,151138.0,0.0,29015.0,0.0,0.0,0.0,0.0,0.0
6.0,644.0,9.0,16.0,0.02680067001675042,985.8888888888889,20324311.0,185210830.0,276.75,38666.0,0.0,0.0,0.0,0.0,0.0
2.0,29.0,0.0,0.0,0.0,0.0,27495.0,436080.0,0.0,27517.0,0.0,0.0,0.0,0.0,0.0
3.0,16.0,1.0,1.0,0.07142857142857142,0.0,133986.0,138963.0,0.0,25254.0,0.0,0.0,0.0,0.0,0.0
3.0,12.0,1.0,1.0,0.1,0.0,0.0,58754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,55.0,2.0,2.0,0.0392156862745098,0.0,111207.0,406319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,35.0,1.0,2.0,0.0625,0.0,158513.0,5016185.0,0.0,114410.0,0.0,0.0,0.0,0.0,0.0
